"Year","Locationabbr","Locationdesc","Class","Topic","Question","Response","Break_Out","Break_Out_Category","Sample_Size","Data_value","Confidence_limit_Low","Confidence_limit_High","Display_order","Data_value_unit","Data_value_type","Data_Value_Footnote_Symbol","Data_Value_Footnote","DataSource","ClassId","TopicId","LocationID","BreakoutID","BreakOutCategoryID","QuestionID","ResponseID","GeoLocation"
"2020","IL","Illinois","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Male","Sex","500","34.1","31.1","37.1","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","17","SEX1","CAT2","_BMI5CAT","RESP039","    (40.48501028300046, -88.99771017799969)"
"2020","IN","Indiana","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","18-24","Age Group","110","23.8","19.5","28.2","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","18","AGE01","CAT3","_BMI5CAT","RESP039","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","25-34","Age Group","276","38.0","34.1","41.9","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","18","AGE02","CAT3","_BMI5CAT","RESP039","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","35-44","Age Group","362","40.9","37.3","44.4","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","18","AGE03","CAT3","_BMI5CAT","RESP039","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","45-54","Age Group","482","40.2","37.1","43.3","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","18","AGE04","CAT3","_BMI5CAT","RESP039","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","55-64","Age Group","648","42.4","39.6","45.2","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","18","AGE05","CAT3","_BMI5CAT","RESP039","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","65+","Age Group","894","34.3","32.2","36.5","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","18","AGE09","CAT3","_BMI5CAT","RESP039","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","College graduate","Education Attained","874","33.8","31.7","36.0","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","18","EDUCA4","CAT5","_BMI5CAT","RESP039","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","H.S. or G.E.D.","Education Attained","914","36.5","34.2","38.8","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","18","EDUCA2","CAT5","_BMI5CAT","RESP039","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Less than H.S.","Education Attained","206","38.3","33.4","43.2","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","18","EDUCA1","CAT5","_BMI5CAT","RESP039","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Some post-H.S.","Education Attained","771","38.8","36.2","41.3","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","18","EDUCA3","CAT5","_BMI5CAT","RESP039","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$15,000-$24,999","Household Income","403","40.6","36.7","44.4","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","18","INCOME2","CAT6","_BMI5CAT","RESP039","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$25,000-$34,999","Household Income","253","36.0","31.6","40.3","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","18","INCOME3","CAT6","_BMI5CAT","RESP039","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$35,000-$49,999","Household Income","383","40.7","36.9","44.6","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","18","INCOME4","CAT6","_BMI5CAT","RESP039","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$50,000+","Household Income","1,117","36.0","34.0","38.0","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","18","INCOME5","CAT6","_BMI5CAT","RESP039","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Less than $15,000","Household Income","213","38.4","33.4","43.4","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","18","INCOME1","CAT6","_BMI5CAT","RESP039","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Overall","Overall","2,772","36.8","35.4","38.1","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","18","BO1","CAT1","_BMI5CAT","RESP039","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","American Indian or Alaskan Native, non-Hispanic","Race/Ethnicity","25","48.3","31.4","65.2","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","18","RACE03","CAT4","_BMI5CAT","RESP039","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Asian, non-Hispanic","Race/Ethnicity","5",,,,"1","%","Crude Prevalence","*","Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.","BRFSS","CLASS14","TOPIC09","18","RACE04","CAT4","_BMI5CAT","RESP039","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Black, non-Hispanic","Race/Ethnicity","277","43.1","38.1","48.0","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","18","RACE02","CAT4","_BMI5CAT","RESP039","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Hispanic","Race/Ethnicity","111","34.6","28.2","40.9","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","18","RACE08","CAT4","_BMI5CAT","RESP039","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Multiracial, non-Hispanic","Race/Ethnicity","46","47.0","35.4","58.6","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","18","RACE07","CAT4","_BMI5CAT","RESP039","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Native Hawaiian or other Pacific Islander, non-Hispanic","Race/Ethnicity","3",,,,"1","%","Crude Prevalence","*","Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.","BRFSS","CLASS14","TOPIC09","18","RACE05","CAT4","_BMI5CAT","RESP039","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Other, non-Hispanic","Race/Ethnicity","25","24.4","13.2","35.7","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","18","RACE06","CAT4","_BMI5CAT","RESP039","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","White, non-Hispanic","Race/Ethnicity","2,280","36.7","35.3","38.2","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","18","RACE01","CAT4","_BMI5CAT","RESP039","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Female","Sex","1,483","38.1","36.2","40.1","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","18","SEX2","CAT2","_BMI5CAT","RESP039","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Male","Sex","1,289","35.4","33.6","37.3","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","18","SEX1","CAT2","_BMI5CAT","RESP039","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","18-24","Age Group","124","25.0","20.8","29.1","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","18","AGE01","CAT3","ADDEPEV3","RESP046","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","25-34","Age Group","247","27.9","24.6","31.3","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","18","AGE02","CAT3","ADDEPEV3","RESP046","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","35-44","Age Group","233","22.4","19.5","25.2","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","18","AGE03","CAT3","ADDEPEV3","RESP046","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","45-54","Age Group","296","21.2","18.7","23.6","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","18","AGE04","CAT3","ADDEPEV3","RESP046","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","55-64","Age Group","390","21.6","19.4","23.8","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","18","AGE05","CAT3","ADDEPEV3","RESP046","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","65+","Age Group","463","16.0","14.4","17.6","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","18","AGE09","CAT3","ADDEPEV3","RESP046","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","College graduate","Education Attained","480","16.3","14.8","17.9","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","18","EDUCA4","CAT5","ADDEPEV3","RESP046","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","H.S. or G.E.D.","Education Attained","581","21.7","19.8","23.6","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","18","EDUCA2","CAT5","ADDEPEV3","RESP046","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Less than H.S.","Education Attained","178","28.6","24.5","32.7","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","18","EDUCA1","CAT5","ADDEPEV3","RESP046","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Some post-H.S.","Education Attained","511","24.1","21.9","26.3","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","18","EDUCA3","CAT5","ADDEPEV3","RESP046","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","$15,000-$24,999","Household Income","306","29.7","26.3","33.1","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","18","INCOME2","CAT6","ADDEPEV3","RESP046","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","$25,000-$34,999","Household Income","155","23.6","19.7","27.4","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","18","INCOME3","CAT6","ADDEPEV3","RESP046","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","$35,000-$49,999","Household Income","228","23.3","20.1","26.5","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","18","INCOME4","CAT6","ADDEPEV3","RESP046","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","$50,000+","Household Income","506","16.2","14.6","17.7","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","18","INCOME5","CAT6","ADDEPEV3","RESP046","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Less than $15,000","Household Income","218","39.6","34.6","44.7","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","18","INCOME1","CAT6","ADDEPEV3","RESP046","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Overall","Overall","1,753","21.9","20.8","23.0","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","18","BO1","CAT1","ADDEPEV3","RESP046","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","American Indian or Alaskan Native, non-Hispanic","Race/Ethnicity","17","31.2","16.7","45.7","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","18","RACE03","CAT4","ADDEPEV3","RESP046","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Asian, non-Hispanic","Race/Ethnicity","4",,,,"1","%","Crude Prevalence","*","Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.","BRFSS","CLASS03","TOPIC17","18","RACE04","CAT4","ADDEPEV3","RESP046","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Black, non-Hispanic","Race/Ethnicity","113","17.4","13.6","21.2","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","18","RACE02","CAT4","ADDEPEV3","RESP046","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Hispanic","Race/Ethnicity","69","17.8","13.1","22.4","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","18","RACE08","CAT4","ADDEPEV3","RESP046","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Multiracial, non-Hispanic","Race/Ethnicity","41","30.4","20.4","40.4","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","18","RACE07","CAT4","ADDEPEV3","RESP046","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Native Hawaiian or other Pacific Islander, non-Hispanic","Race/Ethnicity","2",,,,"1","%","Crude Prevalence","*","Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.","BRFSS","CLASS03","TOPIC17","18","RACE05","CAT4","ADDEPEV3","RESP046","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Other, non-Hispanic","Race/Ethnicity","16","21.2","10.6","31.8","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","18","RACE06","CAT4","ADDEPEV3","RESP046","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","White, non-Hispanic","Race/Ethnicity","1,491","22.9","21.7","24.1","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","18","RACE01","CAT4","ADDEPEV3","RESP046","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Female","Sex","1,169","27.7","26.1","29.4","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","18","SEX2","CAT2","ADDEPEV3","RESP046","    (39.766910452000445, -86.14996019399968)"
"2020","IN","Indiana","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Male","Sex","584","15.8","14.4","17.3","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","18","SEX1","CAT2","ADDEPEV3","RESP046","    (39.766910452000445, -86.14996019399968)"
"2020","KS","Kansas","Chronic Health Indicators","Depression","Ever told you that you have a form of depression?","Yes","Male","Sex","573","12.7","11.4","14.0","1","%","Crude Prevalence",,,"BRFSS","CLASS03","TOPIC17","20","SEX1","CAT2","ADDEPEV3","RESP046","    (38.34774030000045, -98.20078122699965)"
"2020","KS","Kansas","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","25-34","Age Group","349","36.6","33.1","40.1","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","20","AGE02","CAT3","_BMI5CAT","RESP039","    (38.34774030000045, -98.20078122699965)"
"2020","KS","Kansas","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","35-44","Age Group","491","39.9","36.6","43.1","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","20","AGE03","CAT3","_BMI5CAT","RESP039","    (38.34774030000045, -98.20078122699965)"
"2020","KS","Kansas","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","45-54","Age Group","552","43.3","40.0","46.6","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","20","AGE04","CAT3","_BMI5CAT","RESP039","    (38.34774030000045, -98.20078122699965)"
"2020","KS","Kansas","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","55-64","Age Group","745","39.5","36.8","42.2","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","20","AGE05","CAT3","_BMI5CAT","RESP039","    (38.34774030000045, -98.20078122699965)"
"2020","KS","Kansas","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","65+","Age Group","1,042","31.2","29.2","33.0","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","20","AGE09","CAT3","_BMI5CAT","RESP039","    (38.34774030000045, -98.20078122699965)"
"2020","KS","Kansas","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","College graduate","Education Attained","1,170","29.9","28.2","31.6","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","20","EDUCA4","CAT5","_BMI5CAT","RESP039","    (38.34774030000045, -98.20078122699965)"
"2020","KS","Kansas","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","H.S. or G.E.D.","Education Attained","905","36.3","34.0","38.6","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","20","EDUCA2","CAT5","_BMI5CAT","RESP039","    (38.34774030000045, -98.20078122699965)"
"2020","KS","Kansas","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Less than H.S.","Education Attained","132","36.5","30.6","42.3","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","20","EDUCA1","CAT5","_BMI5CAT","RESP039","    (38.34774030000045, -98.20078122699965)"
"2020","KS","Kansas","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Some post-H.S.","Education Attained","1,108","38.8","36.6","40.9","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","20","EDUCA3","CAT5","_BMI5CAT","RESP039","    (38.34774030000045, -98.20078122699965)"
"2020","KS","Kansas","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$15,000-$24,999","Household Income","392","40.3","36.2","44.4","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","20","INCOME2","CAT6","_BMI5CAT","RESP039","    (38.34774030000045, -98.20078122699965)"
"2020","KS","Kansas","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$25,000-$34,999","Household Income","303","37.9","33.6","42.2","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","20","INCOME3","CAT6","_BMI5CAT","RESP039","    (38.34774030000045, -98.20078122699965)"
"2020","KS","Kansas","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$35,000-$49,999","Household Income","452","36.4","32.8","39.9","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","20","INCOME4","CAT6","_BMI5CAT","RESP039","    (38.34774030000045, -98.20078122699965)"
"2020","KS","Kansas","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","$50,000+","Household Income","1,595","34.9","33.2","36.6","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","20","INCOME5","CAT6","_BMI5CAT","RESP039","    (38.34774030000045, -98.20078122699965)"
"2020","KS","Kansas","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Less than $15,000","Household Income","176","38.0","32.2","43.9","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","20","INCOME1","CAT6","_BMI5CAT","RESP039","    (38.34774030000045, -98.20078122699965)"
"2020","KS","Kansas","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Overall","Overall","3,321","35.3","34.0","36.5","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","20","BO1","CAT1","_BMI5CAT","RESP039","    (38.34774030000045, -98.20078122699965)"
"2020","KS","Kansas","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","American Indian or Alaskan Native, non-Hispanic","Race/Ethnicity","38","46.8","34.3","59.3","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","20","RACE03","CAT4","_BMI5CAT","RESP039","    (38.34774030000045, -98.20078122699965)"
"2020","KS","Kansas","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Asian, non-Hispanic","Race/Ethnicity","8",,,,"1","%","Crude Prevalence","*","Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.","BRFSS","CLASS14","TOPIC09","20","RACE04","CAT4","_BMI5CAT","RESP039","    (38.34774030000045, -98.20078122699965)"
"2020","KS","Kansas","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Black, non-Hispanic","Race/Ethnicity","137","42.8","36.4","49.1","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","20","RACE02","CAT4","_BMI5CAT","RESP039","    (38.34774030000045, -98.20078122699965)"
"2020","KS","Kansas","Overweight and Obesity (BMI)","BMI Categories","Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions)","Obese (BMI 30.0 - 99.8)","Hispanic","Race/Ethnicity","186","41.6","36.1","47.0","1","%","Crude Prevalence",,,"BRFSS","CLASS14","TOPIC09","20","RACE08","CAT4","_BMI5CAT","RESP039","    (38.34774030000045, -98.20078122699965)"
